ons_code,authority,region,sfa_2018,under_index_2018,ct_total_2018,nhb_2018,nhb_return_2018,rsdg_2018
E31000033,Staffordshire Fire,WM,14.50790544,0.212037188,25.10942882,0,0,0
E07000198,Staffordshire Moorlands,WM,2.869576289,0.057808994,5.1994347,0.682088108,0,0.060452057
E31000033,"Staffordshire Police, Fire and Crime Commissioner",WM,0,0,0,0,0,0
E07000243,Stevenage,EE,2.825720109,0.056707067,5.53238091,1.096454099,0,0
E08000007,Stockport,NW,56.33074634,1.056256112,149.1641229,1.554315316,0,0
E06000004,Stockton-on-Tees,NE,47.99915359,0.874491586,85.29211376,2.646486941,0,0
E06000021,Stoke-on-Trent,WM,100.5013396,1.606304483,80.47156953,1.792613172,0,0
E07000221,Stratford-on-Avon,WM,2.487892447,0.054457957,7.467217218,3.79928945,0,0.299115041
E07000082,Stroud,SW,2.376109577,0.054452511,8.77316895,2.174049884,0,0
E10000029,Suffolk,EE,129.248751,2.264033188,307.3299679,1.979938923,0,2.172430456
E07000205,Suffolk Coastal,EE,2.938803581,0.063506893,8.016024411,1.844173453,0,0.248096654
E08000024,Sunderland,NE,118.7567397,1.892913427,95.14786513,3.195198822,0,0
E10000030,Surrey,SE,115.1909073,2.537751088,702.1338516,3.107810426,0,0
E07000214,Surrey Heath,SE,1.508666086,0.034573598,8.154569132,0.863886051,0,0
E09000029,Sutton,L,46.78495232,0.802786408,95.17795009,2.668700732,0,0
E07000113,Swale,SE,4.833661012,0.094575974,7.912515564,2.045599924,0,0
E06000030,Swindon,SW,40.01049696,0.711815527,95.76907778,3.852173588,0,0
E08000008,Tameside,NW,73.52593818,1.241041492,86.06796845,1.72087979,0,0
E07000199,Tamworth,WM,2.743429056,0.051550236,3.6819765,0.148432108,0,0
E07000215,Tandridge,SE,1.403601345,0.032165864,7.964848713,1.025002504,0,0
E07000190,Taunton Deane,SW,2.884802311,0.059698234,6.460246636,3.564556429,0,0.027753584
E07000045,Teignbridge,SW,3.64636967,0.074813113,8.02346309,2.917457359,0,0.048200215
E06000020,Telford And Wrekin,WM,51.4127594,0.85399794,62.53004376,6.242127052,0,0
E07000076,Tendring,EE,5.936400794,0.11151939,7.60171228,1.332540803,0,0
E07000093,Test Valley,SE,2.346590791,0.052493171,7.09549882,3.83666077,0,0
E07000083,Tewkesbury,SW,2.058563742,0.040698543,3.872069496,3.179723229,0,0.013778563
E07000114,Thanet,SE,5.670295603,0.111407634,9.715340268,1.01117814,0,0
E07000102,Three Rivers,EE,1.930636659,0.043973533,6.45936093,1.109296273,0,0
E06000034,Thurrock,EE,42.64025659,0.73201967,65.4078699,3.153482608,0,0
E07000115,Tonbridge And Malling,SE,2.214109791,0.050740016,10.15564179,3.334128161,0,0
E06000027,Torbay,SW,41.61162476,0.717326314,65.47729446,1.425673383,0,0
E07000046,Torridge,SW,2.729429247,0.05247679,3.736823784,1.372167187,0,0.473897831
E09000030,Tower Hamlets,L,151.0706417,2.458397238,93.7769833,20.74946521,0,0
E08000009,Trafford,NW,45.33432342,0.802804535,94.4965588,1.63635047,0,0
E07000116,Tunbridge Wells,SE,2.284264842,0.052347736,7.854406997,1.056410059,0,0
E31000043,Tyne and Wear Fire,NE,24.57349126,0.342680669,22.74704691,0,0,0
E07000077,Uttlesford,EE,1.493174317,0.034218578,5.33024448,2.864296225,0,0.279468737
E07000180,Vale of White Horse,SE,2.444599368,0.052245518,6.391738542,4.102465515,0,0.0091018
E08000036,Wakefield,YH,91.73696091,1.590146145,132.0646207,7.952715264,0,0
E08000030,Walsall,WM,97.60179702,1.64805516,114.9859815,3.637300949,0,0
E09000031,Waltham Forest,L,93.53800511,1.546527296,98.81248384,3.917106501,0,0
E09000032,Wandsworth,L,101.2821541,1.629299851,55.98721086,12.93211915,0,0
E06000007,Warrington,NW,35.95111371,0.690645806,94.12366828,2.691450288,0,0
E07000222,Warwick,WM,3.622362037,0.07598309,8.641527354,2.482110705,0,0
E10000031,Warwickshire,WM,71.34502029,1.41293802,275.300673,2.648483587,0,0
E07000103,Watford,EE,2.845320242,0.062585906,8.502102994,1.014903188,0,0
E07000206,Waveney,EE,4.726066377,0.089147827,5.873184153,0.634817588,0,0
E07000216,Waverley,SE,1.926391124,0.044146463,9.59397464,1.230642503,0,0
E07000065,Wealden,SE,2.840440549,0.065093429,11.98446374,2.570585889,0,0.206566011
E07000156,Wellingborough,EM,2.85906713,0.053356856,3.5770566,1.097156725,0,0
E07000241,Welwyn Hatfield,EE,2.904264011,0.064168492,8.546050752,1.528986835,0,0
E06000037,West Berkshire,SE,17.53158666,0.399016563,94.83840696,2.690573354,0,0
E07000047,West Devon,SW,1.585208046,0.036327684,4.524716889,0.642945985,0,0.464364803
E07000052,West Dorset,SW,3.119665375,0.06444902,6.04797345,1.401497063,0,0.482050262
E07000127,West Lancashire,NW,3.621997804,0.073070291,6.878161971,1.171797035,0,0
E07000142,West Lindsey,EM,3.278347926,0.066632534,6.057279207,1.27841995,0,0.474249585
E31000044,West Midlands Fire,WM,53.02996116,0.743590624,41.30339112,0,0,0
E06000062,West Northamptonshire,EM,0,0,0,0,0,0
E07000181,West Oxfordshire,SE,2.436883557,0.047308135,4.050855666,1.599060724,0,0.126955959
E07000191,West Somerset,SW,1.327102286,0.026512506,2.216308428,0.396417115,0,0.213752334
E07000245,West Suffolk,EE,0,0,0,0,0,0
E10000032,West Sussex,SE,88.36122763,1.747144702,431.9809347,4.105303999,0,0
E31000045,West Yorkshire Fire,YH,38.46383716,0.545279928,40.34379328,0,0,0
E09000033,Westminster,L,125.0390419,1.992397071,53.47097283,8.884120293,0,0
E07000053,Weymouth And Portland,SW,1.961570357,0.044952654,6.321084276,0.566257505,0,0
E08000010,Wigan,NW,91.7772832,1.55616585,115.1338875,3.105278703,0,0
E06000054,Wiltshire,SW,63.7315326,1.2761248,258.4495777,12.44608988,0,3.316078317
E07000094,Winchester,SE,2.152693529,0.049159285,7.649959291,2.115590834,0,0.046308837
E06000040,Windsor And Maidenhead,SE,12.79421791,0.280569261,68.16966206,2.691111399,0,0
E08000015,Wirral,NW,106.1551109,1.795714368,136.4640047,1.519543022,0,0
E07000217,Woking,SE,2.053346954,0.047055868,9.5788638,1.386037424,0,0
E06000041,Wokingham,SE,13.58367608,0.311292577,98.4639358,4.200549045,0,0
E08000031,Wolverhampton,WM,106.9385755,1.756348872,96.97038943,2.690642217,0,0
E07000237,Worcester,WM,2.821567562,0.057649107,5.69026368,1.609092795,0,0
E10000034,Worcestershire,WM,70.50662006,1.399546054,251.5364795,2.63631413,0,0
E07000229,Worthing,SE,2.597710636,0.059354867,8.87403267,1.22086789,0,0
E07000238,Wychavon,WM,2.762286316,0.058466522,5.991100364,4.115523466,0,0.055164314
E07000007,Wycombe,SE,3.335503467,0.073764385,9.71143044,1.560202623,0,0
E07000128,Wyre,NW,3.745064834,0.075154113,7.034261982,1.680287662,0,0
E07000239,Wyre Forest,WM,2.835635877,0.062676001,7.00409772,1.265140669,0,0
E06000014,York,YH,30.11960234,0.585381274,85.89771182,3.646956262,0,0
